Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SBSI,Southside Bancshares Inc.,32.67,1100,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/sbsi
STMP,Stamps.com Inc.,64.02,1100,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stmp
PLUS,ePlus inc.,80.84,1090,1996,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/plus
KELYB,Kelly Services Inc.,28,1090,1900,Technology,Professional Services,https://www.nasdaq.com/symbol/kelyb
ODT,Odonate Therapeutics Inc.,33.93,1090,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/odt
TCBK,TriCo Bancshares,35.75,1090,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbk
VRTU,Virtusa Corporation,35.97,1090,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/vrtu
ANAB,AnaptysBio Inc.,39.92,1080,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anab
ARQL,ArQule Inc.,9.02,1080,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql
LKFN,Lakeland Financial Corporation,42.29,1080,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/lkfn
BBBY,Bed Bath & Beyond Inc.,8.34,1070,1992,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/bbby
CARA,Cara Therapeutics Inc.,22.96,1070,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cara
OCFC,OceanFirst Financial Corp.,20.99,1070,1900,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ocfc
AMPH,Amphastar Pharmaceuticals Inc.,22.5,1060,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amph
ATRC,AtriCure Inc.,26.76,1060,2005,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/atrc
EBIX,Ebix Inc.,34.85,1060,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/ebix
FTA,First Trust Large Cap Value AlphaDEX Fund,48.26,1060,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fta
VCTR,Victory Capital Holdings Inc.,15.6,1060,2018,Finance,Investment Managers,https://www.nasdaq.com/symbol/vctr
AERI,Aerie Pharmaceuticals Inc.,22.87,1050,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aeri
EFSC,Enterprise Financial Services Corporation,38.91,1050,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc
FBNC,First Bancorp,35.25,1050,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/fbnc
SYNA,Synaptics Incorporated,31.95,1050,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/syna
BCOR,Blucora Inc.,21.39,1040,1900,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/bcor
FTC,First Trust Large Cap Growth AlphaDEX Fund,70.18,1040,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/ftc
SG,Sirius International Insurance Group Ltd.,9,1040,1900,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sg
MTLS,Materialise NV,19.44,1030,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls
TTMI,TTM Technologies Inc.,9.79,1030,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/ttmi
UPLD,Upland Software Inc.,40.67,1030,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/upld
INGN,Inogen Inc,46.41,1020,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ingn
NTGR,NETGEAR Inc.,32.71,1020,2003,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ntgr
FLWS,1-800 FLOWERS.COM Inc.,15.66,1010,1999,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/flws
AXDX,Accelerate Diagnostics Inc.,18.54,1010,1900,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/axdx
ESPR,Esperion Therapeutics Inc.,37.25,1010,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr
JBSS,John B. Sanfilippo & Son Inc.,88.95,1010,1991,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jbss
MRTN,Marten Transport Ltd.,18.57,1010,1986,Transportation,Trucking Freight-Courier Services,https://www.nasdaq.com/symbol/mrtn
MSEX,Middlesex Water Company,60.73,1010,1900,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/msex
BLDP,Ballard Power Systems Inc.,4.32,1000,1900,Energy,Industrial Machinery Components,https://www.nasdaq.com/symbol/bldp
PLYA,Playa Hotels & Resorts N.V.,7.7,1000,1900,Consumer Services,Hotels-Resorts,https://www.nasdaq.com/symbol/plya
VREX,Varex Imaging Corporation,26.1,1000,1900,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/vrex
BABA,Alibaba Group Holding Limited,165.9,431930,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/baba
V,Visa Inc.,177.59,397870,1900,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/v
JPM,J P Morgan Chase & Co,106.87,341720,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm
JNJ,Johnson & Johnson,127.8,337290,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jnj
WMT,Walmart Inc.,111.99,319700,1900,Consumer Services,Department-Specialty Retail Stores,https://www.nasdaq.com/symbol/wmt
PG,Procter & Gamble Company (The),119.32,298570,1900,Basic Industries,Package Goods-Cosmetics,https://www.nasdaq.com/symbol/pg
XOM,Exxon Mobil Corporation,67.85,287080,1900,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/xom
MA,Mastercard Incorporated,276.43,280450,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ma
T,AT&T Inc.,34.93,255230,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/t
BAC,Bank of America Corporation,26.78,249280,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/bac
DIS,Walt Disney Company (The),134.61,242480,1900,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/dis
HD,Home Depot Inc. (The),218.65,240580,1900,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/hd
VZ,Verizon Communications Inc.,56.71,234540,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/vz
KO,Coca-Cola Company (The),54.54,233210,1900,Consumer Non-Durables,Beverages (Production-Distribution),https://www.nasdaq.com/symbol/ko
MRK,Merck & Company Inc.,85.88,219880,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrk
CVX,Chevron Corporation,115.74,219720,1900,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvx
UNH,UnitedHealth Group Incorporated,231.08,218990,1900,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/unh
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,41.34,214390,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsm
NVS,Novartis AG,88.52,202870,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvs
BA,Boeing Company (The),359.04,202040,1900,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/ba
WFC,Wells Fargo & Company,44.98,198190,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/wfc
PFE,Pfizer Inc.,34.84,192700,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pfe
TM,Toyota Motor Corp Ltd Ord,130.78,187000,1900,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/tm
BUD,Anheuser-Busch Inbev SA,94.8,185750,1900,Consumer Non-Durables,Beverages (Production-Distribution),https://www.nasdaq.com/symbol/bud
ORCL,Oracle Corporation,52.13,173900,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/orcl
CHL,China Mobile (Hong Kong) Ltd.,42.25,173020,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/chl
MCD,"McDonald&#39,s Corporation",216.91,164730,1900,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/mcd
UL,Unilever PLC,61.5,161640,1900,Basic Industries,Package Goods-Cosmetics,https://www.nasdaq.com/symbol/ul
FMX,Fomento Economico Mexicano S.A.B. de C.V.,88.8,158870,1900,Consumer Non-Durables,Beverages (Production-Distribution),https://www.nasdaq.com/symbol/fmx
UN,Unilever NV,60.51,158300,1900,Basic Industries,Package Goods-Cosmetics,https://www.nasdaq.com/symbol/un
ABT,Abbott Laboratories,83.12,146910,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abt
SAP,SAP SE,118.8,145950,1900,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sap
HSBC,HSBC Holdings plc,35.6,143990,1900,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hsbc
MDT,Medtronic plc,106.89,143350,1900,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/mdt
C,Citigroup Inc.,62.72,141690,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/c
CRM,Salesforce.com Inc,155.14,135800,2004,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/crm
NKE,Nike Inc.,82.25,128880,1900,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/nke
TOT,Total S.A.,48.52,125970,1900,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tot
ACN,Accenture plc,195.47,124670,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/acn
NVO,Novo Nordisk A/S,52.17,123570,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvo
BP,BP p.l.c.,36.3,123310,1900,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/bp
PM,Philip Morris International Inc,77.73,120940,1900,Consumer Non-Durables,Farming-Seeds-Milling,https://www.nasdaq.com/symbol/pm
BHP,BHP Group Limited,47.22,119400,1900,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/bhp
AZN,Astrazeneca PLC,44.83,117620,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azn
IBM,International Business Machines Corporation,129.99,115150,1900,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/ibm
HON,Honeywell International Inc.,156.91,112900,1900,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/hon
UNP,Union Pacific Corporation,159.11,112100,1900,Transportation,Railroads,https://www.nasdaq.com/symbol/unp
TMO,Thermo Fisher Scientific Inc,270.92,108500,1900,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/tmo
UTX,United Technologies Corporation,125.49,108280,1900,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/utx
LLY,Eli Lilly and Company,111.78,107920,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lly
LMT,Lockheed Martin Corporation,380.32,107400,1900,Capital Goods,Military-Government-Technical,https://www.nasdaq.com/symbol/lmt
NEE,NextEra Energy Inc.,223.62,107140,1900,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nee
RY,Royal Bank Of Canada,73.87,105970,1900,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ry
CJ,C&J Energy Services Inc,8.93,105530,2017,Energy,Oilfield Services-Equipment,https://www.nasdaq.com/symbol/cj
BBL,BHP Group Plc,41.14,104020,1900,Energy,Coal Mining,https://www.nasdaq.com/symbol/bbl
GSK,GlaxoSmithKline PLC,41.29,102990,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gsk
AMT,American Tower Corporation (REIT),230.07,101850,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amt
LIN,Linde plc,184.92,99970,2018,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lin
TD,Toronto Dominion Bank (The),54.23,99210,1900,Finance,Commercial Banks,https://www.nasdaq.com/symbol/td
DEO,Diageo plc,166.99,98840,1900,Consumer Non-Durables,Beverages (Production-Distribution),https://www.nasdaq.com/symbol/deo
AXP,American Express Company,118.53,98340,1900,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/axp
ABBV,AbbVie Inc.,66.46,98260,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abbv
UPS,United Parcel Service Inc.,114.36,98200,1999,Transportation,Trucking Freight-Courier Services,https://www.nasdaq.com/symbol/ups
DHR,Danaher Corporation,136.4,97850,1900,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/dhr
HDB,HDFC Bank Limited,107,97520,2001,Finance,Commercial Banks,https://www.nasdaq.com/symbol/hdb
MMM,3M Company,156.12,89810,1900,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/mmm
MO,Altria Group,47.12,88020,1900,Consumer Non-Durables,Farming-Seeds-Milling,https://www.nasdaq.com/symbol/mo
PTR,PetroChina Company Limited,47.98,87810,1900,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ptr
PBR,Petroleo Brasileiro S.A.- Petrobras,12.79,83420,1900,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pbr
FIS,Fidelity National Information Services Inc.,135.65,83210,1900,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fis
BTI,British American Tobacco p.l.c.,36.11,82830,1900,Consumer Non-Durables,Farming-Seeds-Milling,https://www.nasdaq.com/symbol/bti
LOW,"Lowe&#39,s Companies Inc.",106.4,82570,1900,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/low
RIO,Rio Tinto Plc,48.35,81680,2002,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rio
SYK,Stryker Corporation,217.14,81230,1900,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/syk
USB,U.S. Bancorp,51.29,80820,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/usb
CVS,CVS Health Corporation,60.76,79020,1900,Health Care,Medical-Nursing Services,https://www.nasdaq.com/symbol/cvs
BMY,Bristol-Myers Squibb Company,48.11,78700,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bmy
ITUB,Itau Unibanco Banco Holding SA,8,77950,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/itub
BSBR,Banco Santander Brasil SA,9.83,73410,2009,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsbr
EL,Estee Lauder Companies Inc. (The),200.16,72430,1995,Consumer Non-Durables,Package Goods-Cosmetics,https://www.nasdaq.com/symbol/el
GS,Goldman Sachs Group Inc. (The),199.65,71790,1999,Finance,Investment Bankers-Brokers-Service,https://www.nasdaq.com/symbol/gs
CB,Chubb Limited,155.21,70740,1900,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cb
GE,General Electric Company,8.05,70250,1900,Energy,Consumer Electronics-Appliances,https://www.nasdaq.com/symbol/ge
SNP,China Petroleum & Chemical Corporation,57.78,69950,1900,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/snp
SNE,Sony Corp Ord,55.52,69170,1900,Consumer Non-Durables,Consumer Electronics-Appliances,https://www.nasdaq.com/symbol/sne
ABEV,Ambev S.A.,4.37,68720,2013,Consumer Non-Durables,Beverages (Production-Distribution),https://www.nasdaq.com/symbol/abev
BDX,Becton Dickinson and Company,248.81,67170,1900,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/bdx
ANTM,Anthem Inc.,260.51,66640,1900,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/antm
DUK,Duke Energy Corporation,91.35,66560,1900,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/duk
ENB,Enbridge Inc,32.89,66560,1900,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/enb
MS,Morgan Stanley,40.16,66380,1900,Finance,Investment Bankers-Brokers-Service,https://www.nasdaq.com/symbol/ms
LFC,China Life Insurance Company Limited,11.58,65460,2003,Finance,Life Insurance,https://www.nasdaq.com/symbol/lfc
CNI,Canadian National Railway Company,90.39,65140,1900,Transportation,Railroads,https://www.nasdaq.com/symbol/cni
TJX,TJX Companies Inc. (The),53.45,64820,1900,Consumer Services,Clothing-Shoe-Accessory Stores,https://www.nasdaq.com/symbol/tjx
WBK,Westpac Banking Corporation,18.76,64550,1900,Finance,Commercial Banks,https://www.nasdaq.com/symbol/wbk
CAT,Caterpillar Inc.,114.42,64370,1900,Capital Goods,Construction-Ag Equipment-Trucks,https://www.nasdaq.com/symbol/cat
SPGI,S&P Global Inc.,257.2,63350,1900,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/spgi
BLK,BlackRock Inc.,405.47,63010,1999,Finance,Investment Bankers-Brokers-Service,https://www.nasdaq.com/symbol/blk
BNS,Bank of Nova Scotia (The),51.23,62520,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/bns
CL,Colgate-Palmolive Company,72.77,62440,1900,Consumer Non-Durables,Package Goods-Cosmetics,https://www.nasdaq.com/symbol/cl
SAN,Banco Santander S.A.,3.83,62190,1900,Finance,Commercial Banks,https://www.nasdaq.com/symbol/san
NOC,Northrop Grumman Corporation,366.65,62040,1900,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/noc
D,Dominion Energy Inc.,76.82,61720,1900,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/d
EPD,Enterprise Products Partners L.P.,28.12,61550,1900,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/epd
CCI,Crown Castle International Corporation,147.59,61360,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cci
BBD,Banco Bradesco Sa,7.62,61210,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/bbd
MUFG,Mitsubishi UFJ Financial Group Inc,4.73,61120,1900,Finance,Commercial Banks,https://www.nasdaq.com/symbol/mufg
SO,Southern Company (The),58.34,60980,1900,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/so
ZTS,Zoetis Inc.,126.2,60270,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zts
BX,The Blackstone Group Inc.,49.24,58850,2007,Finance,Investment Managers,https://www.nasdaq.com/symbol/bx
ECL,Ecolab Inc.,202.9,58380,1900,Basic Industries,Package Goods-Cosmetics,https://www.nasdaq.com/symbol/ecl
BSX,Boston Scientific Corporation,41.85,58300,1900,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/bsx
CI,Cigna Corporation,152.91,57740,1900,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ci
COP,ConocoPhillips,51.37,57030,1900,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cop
UBER,Uber Technologies Inc.,33.31,56630,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/uber
EQNR,Equinor ASA,16.79,55910,1900,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/eqnr
PNC,PNC Financial Services Group Inc. (The),124.1,55260,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/pnc
VMW,Vmware Inc.,132.8,54380,2007,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/vmw
BBDO,Banco Bradesco Sa,6.7,53820,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/bbdo
TGT,Target Corporation,104.77,53570,1900,Consumer Services,Department-Specialty Retail Stores,https://www.nasdaq.com/symbol/tgt
GD,General Dynamics Corporation,184.65,53340,1900,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/gd
E,ENI S.p.A.,29.31,53260,1900,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/e
VALE,VALE S.A.,10.28,52720,1900,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/vale
GM,General Motors Company,36.25,52620,2010,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/gm
AGN,Allergan plc.,160.22,52560,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agn
PLD,Prologis Inc.,82.63,52150,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pld
ICE,Intercontinental Exchange Inc.,92.51,51840,2005,Finance,Investment Bankers-Brokers-Service,https://www.nasdaq.com/symbol/ice
TAK,Takeda Pharmaceutical Company Limited,16.35,51550,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tak
BAM,Brookfield Asset Management Inc,51.15,50930,1900,Consumer Services,Building operators,https://www.nasdaq.com/symbol/bam
RTN,Raytheon Company,181.71,50610,1900,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/rtn
NOW,ServiceNow Inc.,266.57,49980,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/now
WM,Waste Management Inc.,117.05,49660,1900,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/wm
MMC,Marsh & McLennan Companies Inc.,96.98,49100,1900,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/mmc
APD,Air Products and Chemicals Inc.,222.79,49090,1900,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/apd
KMB,Kimberly-Clark Corporation,140.25,48270,1900,Consumer Durables,Containers-Packaging,https://www.nasdaq.com/symbol/kmb
SCHW,The Charles Schwab Corporation,36.67,47930,1900,Finance,Investment Bankers-Brokers-Service,https://www.nasdaq.com/symbol/schw
DD,DuPont de Nemours Inc.,64.26,47900,2017,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dd
DE,Deere & Company,150.81,47810,1900,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/de
INFY,Infosys Limited,11.13,47540,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/infy
SHW,Sherwin-Williams Company (The),513.46,47370,1900,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/shw
LHX,L3Harris Technologies Inc.,211.62,47250,1900,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/lhx
ITW,Illinois Tool Works Inc.,145.3,47000,1900,Technology,Industrial Machinery Components,https://www.nasdaq.com/symbol/itw
AIG,American International Group Inc.,53.08,46170,1900,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/aig
RELX,RELX PLC,23.68,46040,2015,Consumer Services,Publishing,https://www.nasdaq.com/symbol/relx
PSA,Public Storage,261.29,45620,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psa
TRP,TC Energy Corporation,48.82,45340,1900,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/trp
SPG,Simon Property Group Inc.,146.98,45270,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/spg
AON,Aon plc,191.52,45170,1900,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/aon
NSC,Norfolk Southern Corporation,171.35,45130,1900,Transportation,Railroads,https://www.nasdaq.com/symbol/nsc
KMI,Kinder Morgan Inc.,19.92,45090,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/kmi
AEP,American Electric Power Company Inc.,90.83,44850,1900,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aep
EW,Edwards Lifesciences Corporation,215.66,44850,1900,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ew
BMO,Bank Of Montreal,69.84,44620,1900,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmo
EXC,Exelon Corporation,45.68,44380,1900,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/exc
SMFG,Sumitomo Mitsui Financial Group Inc,6.47,44330,1900,Finance,Commercial Banks,https://www.nasdaq.com/symbol/smfg
PGR,Progressive Corporation (The),75.79,44310,1900,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pgr
AMX,America Movil S.A.B. de C.V.,13.31,43930,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amx
BAX,Baxter International Inc.,85.77,43790,1900,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/bax
SU,Suncor Energy  Inc.,28.13,43760,1900,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/su
SLB,Schlumberger N.V.,31.59,43690,1900,Energy,Oilfield Services-Equipment,https://www.nasdaq.com/symbol/slb
AMOV,America Movil S.A.B. de C.V.,13.21,43600,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov
PSX,Phillips 66,96.31,43200,1900,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/psx
PUK,Prudential Public Limited Company,33.22,43180,1900,Finance,Life Insurance,https://www.nasdaq.com/symbol/puk
MET,MetLife Inc.,44.84,41990,2000,Finance,Life Insurance,https://www.nasdaq.com/symbol/met
LYG,Lloyds Banking Group Plc,2.39,41960,1900,Finance,Commercial Banks,https://www.nasdaq.com/symbol/lyg
EOG,EOG Resources Inc.,72.25,41950,1900,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eog
BCE,BCE Inc.,46.34,41710,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bce
PHG,Koninklijke Philips N.V.,45.97,41620,1900,Energy,Consumer Electronics-Appliances,https://www.nasdaq.com/symbol/phg
LVS,Las Vegas Sands Corp.,53.67,41310,2004,Consumer Services,Hotels-Resorts,https://www.nasdaq.com/symbol/lvs
HMC,Honda Motor Company Ltd.,23.4,41170,1900,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/hmc
HCA,HCA Healthcare Inc.,120.41,41060,2011,Health Care,Hospital-Nursing Management,https://www.nasdaq.com/symbol/hca
MCO,"Moody&#39,s Corporation",212.26,40160,1900,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mco
FDX,FedEx Corporation,152.49,39780,1900,Transportation,Air Freight-Delivery Services,https://www.nasdaq.com/symbol/fdx
SHOP,Shopify Inc.,395.96,39710,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shop
COF,Capital One Financial Corporation,84.28,39640,1994,Finance,Major Banks,https://www.nasdaq.com/symbol/cof
ORAN,Orange,14.92,39580,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/oran
ABB,ABB Ltd,18.46,39370,1900,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/abb
RACE,Ferrari N.V.,156.6,39190,2015,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/race
HUM,Humana Inc.,288.79,39010,1900,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/hum
SRE,Sempra Energy,141.79,38930,1900,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre
STZ,Constellation Brands Inc,202.44,38780,1900,Consumer Non-Durables,Beverages (Production-Distribution),https://www.nasdaq.com/symbol/stz
UBS,UBS AG,10.59,38760,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/ubs
BK,Bank Of New York Mellon Corporation (The),41.11,38750,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/bk
TRV,The Travelers Companies Inc.,147.34,38370,1900,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/trv
OXY,Occidental Petroleum Corporation,42.13,37680,1900,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/oxy
KDP,Keurig Dr Pepper Inc.,26.74,37620,1900,Consumer Non-Durables,Beverages (Production-Distribution),https://www.nasdaq.com/symbol/kdp
SYY,Sysco Corporation,73.35,37620,1900,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/syy
MFG,Mizuho Financial Group Inc.,2.93,37160,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/mfg
ING,ING Group N.V.,9.42,36700,1997,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ing
